Start Date,End Date,Time,Location,Target,Weapons,Reported_Minimum,Reported_Maximum
22-Oct-06,23-Oct-06,12:30 AM,"Al Meshraq, Basrah","Ali Abdul Razzaq Faleh Hasan Al Gasim, shot in the chest",gunfire,1,1
23-Oct-06,23-Oct-06,1:30 AM,"behind Hay Al Hussain Police Station, Basrah",Ali Ageel Saadon Al Qatan,AK-47 Kalashnikov rifle,1,1
23-Oct-06,23-Oct-06,2:00 AM,"Az Zubair, Basrah",body found of Shaqir Mohammad Ali,murdered,1,1
23-Oct-06,23-Oct-06,8:20 AM,"Nadran area, near Al Nidal School, Qadimah district, Basrah","Hussein Mahroos Hussein Al Serify, shot in the head while driving",gunfire,1,1
23-Oct-06,23-Oct-06,8:45 AM,"Qibla/Hay Al Muhandicyn district, Basrah","body found of Mushtaq Saleh Shial Al Ebadi, born 1993","tortured, burned",1,1
22-Oct-06,22-Oct-06,9:00 AM,"Damook, near Kut","Ali Hussein Sultan al-Zargan, former Baath Party member",gunfire,1,1
22-Oct-06,22-Oct-06,12:00 PM,"al-Muradiyah, near Baquba",buses carrying newly recruited police travelling to Baghdad,"roadside bombs, gunfire",13,15
22-Oct-06,22-Oct-06,,"Al-Rashid Street, Shorja market, Baghdad",people in market,bomb under car or left in cab,3,3
22-Oct-06,22-Oct-06,4:45 PM,"near Beirut court, Palestine Street, east Baghdad",People in market,suicide bomber,5,6
22-Oct-06,22-Oct-06,12:30 PM,Balad Ruz,"ambulance, driver killed, patients injured",roadside bomb,1,1
22-Oct-06,22-Oct-06,11:45 AM,New Baghdad,al-Farasha pastry shop,bomb under car,2,2
22-Oct-06,22-Oct-06,12:00 PM,"Zafaraniya, Baghdad",,bomb,1,1
22-Oct-06,22-Oct-06,7:30 AM,Mahaweel,police patrol,roadside bomb,1,1
22-Oct-06,22-Oct-06,,'western Baghdad district of Yarmuk','two street cleaners',Gunfire,2,2
22-Oct-06,22-Oct-06,,"Amil, southern Baghdad",'a barber',Gunfire,1,1
22-Oct-06,22-Oct-06,,"Suwayrah, 'five of them found floating in the Tigris'",bodies found,,7,7
22-Oct-06,22-Oct-06,,"near al-Khansa, Wassit",kidnap victims from electrical company,bodies found,2,2
22-Oct-06,22-Oct-06,,south of Kirkuk,"policeman killed, his son injured",gunfire,1,1
22-Oct-06,22-Oct-06,,Mahmudiya,man suspected of  being responsible for incident k4327,gunfire,1,1
22-Oct-06,22-Oct-06,,Baqouba,,gunfire,2,2
22-Oct-06,22-Oct-06,,Mosul,"bodies found, including one police officer","gunfire, executed",2,2
22-Oct-06,22-Oct-06,,"Ramadan neighborhood, Karbala",man on his way home,gunfire,1,1
22-Oct-06,22-Oct-06,,Musayyib,'gunmen in two cars opened fire on civilians in a marketplace',drive-by shooting,1,1
22-Oct-06,22-Oct-06,9:00 AM,Iskandariya,'civilians shopping for groceries',drive-by shooting,1,1
22-Oct-06,22-Oct-06,12:00 PM,Khalis,"police officers in car, Maj. Ali Ahmed killed",gunfire,1,1
22-Oct-06,22-Oct-06,AM,"Amara-Mashrah highway, Amara",bodies found of men shot in the head and chest,"gunfire, executed",4,4
22-Oct-06,22-Oct-06,,"Baladiate, Baghdad",bullet-riddled bodies of two men found,gunfire,2,2
22-Oct-06,22-Oct-06,,Baghdad,bodies found shot dead,"gunfire, executed",18,41
22-Oct-06,22-Oct-06,9:30 PM,"Al Hayy City, Wassit",civilian shot dead by JAM members,gunfire,1,1
22-Oct-06,22-Oct-06,7:25-8:25 AM,"Hayy Az å_Jameah, Al Quibla area, Basrah","Qassem Faisel Yassien, shot four times in the chest",9mm pistol,1,1
22-Oct-06,22-Oct-06,6:00-7:00 PM,"Hayy Az å_Jameah, Al Quibla area, Basrah","student named Kotybah Raheem Kazem Hussein Al Faryjy, shot in the chest, body transferred to morgue",gunfire,1,1
21-Oct-06,21-Oct-06,5:30 PM,Mahmoudiya,market,"motorcycle bombs, mortars",14,22
21-Oct-06,21-Oct-06,,Kirkuk,policeman in car,gunfire,1,1
21-Oct-06,21-Oct-06,AM,"Sarafiyah Bridge, Al-Utayfiya, Baghdad",passenger bus,suicide bomber,3,7
21-Oct-06,21-Oct-06,,Suwayra,clashes between police and militia,gunfire,1,1
21-Oct-06,21-Oct-06,,central Baghdad,police patrol,car bomb,1,1
21-Oct-06,21-Oct-06,,Baghdad,bodies  found shot dead,"gunfire, executed",17,17
21-Oct-06,21-Oct-06,,'near a mosque west of Baghdad',,car bomb,1,1
21-Oct-06,21-Oct-06,,'near a market [in] northern Baghdad',,car bomb,2,2
21-Oct-06,21-Oct-06,,southwestern Baghdad,"'Adnan Abdul-Hussein, general director of the government-owned National Insurance company'",Gunfire,1,1
21-Oct-06,21-Oct-06,PM,al-Mahaweel,Shiite men,drive-by shooting,2,2
20-Oct-06,21-Oct-06,,"Hafriya area, near Kut",bodies of kidnapped electric company workers turned into Kut morgue,executed,4,4
21-Oct-06,21-Oct-06,,Diyala province,"bodies found, three without heads","executed, beheaded",6,6
21-Oct-06,21-Oct-06,1:30 PM,Basrah,unidentified male shot in the head three times by men wearing Iraqi Army clothing,"gunfire, executed",1,1
21-Oct-06,21-Oct-06,3:50 PM,Basrah,unidentified bodies found shot in the head,"gunfire, executed",2,2
21-Oct-06,21-Oct-06,8:15 PM,Basrah,"unidentified corpse seen being thrown from a vehicle, had been shot three times in the head","gunfire, executed",1,1
20-Oct-06,20-Oct-06,PM,"Doura, Baghdad",,roadside bomb,1,1
20-Oct-06,20-Oct-06,,Khalis,,gunfire,3,3
20-Oct-06,20-Oct-06,,Aziziyah,Shiite family in home,gunfire,9,9
20-Oct-06,20-Oct-06,,Balad Roz,men trapping hawks,gunfire,4,4
20-Oct-06,20-Oct-06,overnight,Balad,,mortar rounds,9,10
20-Oct-06,20-Oct-06,,"Risala, south Baghdad",Shiite mosque,gunfire,1,1
20-Oct-06,20-Oct-06,,near Baiji,workers at US base,gunfire,1,1
19-Oct-06,20-Oct-06,,Amarah,police stations,"RPGs, AK-47 rifles",22,22
20-Oct-06,20-Oct-06,,'in various neighborhoods throughout [Baghdad]',bodies found,'bullet-riddled',30,30
20-Oct-06,20-Oct-06,5:18-5:55 PM,"Hayy Al Karrama area, Mosul",house hit,60mm mortar round,2,2
20-Oct-06,20-Oct-06,11:50 PM,"MSR Tampa, south of Mosul","Hart Security Group convoy, one British and three Iraqi contractors killed",improvised explosive device,3,3
20-Oct-06,20-Oct-06,11:00 AM,Basrah,body of Kadem Khalil Mahmood found shot eight times in the head and chest,gunfire,1,1
20-Oct-06,20-Oct-06,9:15 PM,"Subkhat Al Arab district, Basrah",body of Ali Taher Bader found stabbed several times in the chest and shoulder,stabbed,1,1
19-Oct-06,19-Oct-06,PM,Amarah,clashes between Mahdi Army and police,"mortar rounds, RPGs, assault rifles",4,4
19-Oct-06,19-Oct-06,PM,"Baladiyat, east Baghdad",Palestinian residential compound,mortar rounds,5,5
19-Oct-06,19-Oct-06,,"near Bab al-Aswad Bank, Kirkuk",soldiers collecting pay checks at bank,suicide car bomb,7,11
19-Oct-06,19-Oct-06,PM,market in Khalis,people in market,roadside bomb,10,17
19-Oct-06,19-Oct-06,,Diwaniya,man leaving his home,gunfire,1,1
19-Oct-06,19-Oct-06,,"Suwayra, in Tigris",bodies found,-,2,2
19-Oct-06,19-Oct-06,7:00 AM onwards,Mosul,"police stations, US patrols","suicide vehicle bombs, mortar fire, small arms fire",14,20
19-Oct-06,19-Oct-06,PM,"near al-Mostafa petrol station, north of Kut",US convoy of civilian vehicles,roadside bomb,4,4
19-Oct-06,19-Oct-06,11:00 AM,"Dora, Baghdad","Balatt al-Shuhada police station, Dora, Baghdad",gunfire,4,4
19-Oct-06,19-Oct-06,11:30 AM,"Dora, Baghdad",police patrols,roadside bombs,4,5
19-Oct-06,19-Oct-06,12:00 PM,"Ghadeer, east Baghdad",police patrol,"car bomb, roadside bomb",1,4
19-Oct-06,19-Oct-06,,"Saydiyah, Baghdad",police Brig. Bassem Kadhim,gunfire,1,1
19-Oct-06,19-Oct-06,,central baghdad,'an employee in the Ministry of Higher Education',Gunfire,1,1
19-Oct-06,19-Oct-06,,'residential neighborhood in central Baghdad','a residential complex that used to be the headquarters of the former air force',bomb,1,1
19-Oct-06,19-Oct-06,,Kirkuk,,car bomb,1,1
19-Oct-06,19-Oct-06,,near Baquba,policemen in clashes with gunmen,gunfire,3,3
19-Oct-06,19-Oct-06,,near Khalis,labourers,drive-by shooting,4,4
19-Oct-06,19-Oct-06,,Mahmudiya,bodies found,"gunfire, executed",5,5
19-Oct-06,19-Oct-06,,Mahmudiya,"residential district, family hit",mortar rounds,2,2
19-Oct-06,19-Oct-06,,near Mahmudiya,,mortar rounds,2,2
19-Oct-06,19-Oct-06,PM,central Moqdadiya,'a car bomb exploded this evening on the main street near the Moqdadiya court of appeal',car bomb,4,4
19-Oct-06,19-Oct-06,,"Abu al-Khaseeb district, southern Basra","'police operations against insurgents', dead include two police","gunfire, crossfire",4,4
19-Oct-06,19-Oct-06,,on a road outside Kout,"bodies found, including two in military uniform","gunfire, tortured, executed",7,7
19-Oct-06,19-Oct-06,,Ramadi,police commander in his home,gunfire,1,1
19-Oct-06,19-Oct-06,,Basra,'three people were killed in various assassinations',executed,2,3
19-Oct-06,19-Oct-06,PM,Falluja,"'former police chief, Brigadier Sabar al-Janabi, was killed in front of his home'","gunfire, assassinated",1,1
19-Oct-06,19-Oct-06,,"Hafriya district, north of Kut",car of an electricity maintenance team,gunfire,1,1
18-Oct-06,19-Oct-06,,"Jamaa, western Baghdad","bodies found with gunshot wounds to the head, dumped near an unused rail track","gunfire, tortured, executed",3,3
18-Oct-06,19-Oct-06,,"Dora, Baghdad",bodies of a woman found shot in the head and chest,"gunfire, executed",1,1
18-Oct-06,19-Oct-06,,Baghdad,bodies found shot dead,"gunfire, executed",27,27
19-Oct-06,19-Oct-06,6:00 AM,"Dora, Baghdad",Iraqi male attempting to flee from a cordon,National Police gunfire,1,1
18-Oct-06,18-Oct-06,,"Qal'at Saleh district, between Amara and Basra","motorcade of Col. Ali Qasim al-Timimi, director of intelligence for Missan, bodyguards killed",roadside bomb,0,4
18-Oct-06,18-Oct-06,AM,"Baladiyat, east Baghdad",police Captain Imad Abbas,gunfire,1,1
18-Oct-06,18-Oct-06,,"Suwayra, in Tigris",bodies found bound and shot,"gunfire, executed",3,3
18-Oct-06,18-Oct-06,,Near Hilla,'Lt. Amir Sattar Jibouri of the Inter-City Roads Protection Force',gunfire,1,1
18-Oct-06,18-Oct-06,,Suwayra,policeman Hatam Karim,gunfire,1,1
18-Oct-06,18-Oct-06,,"'Kifah Street, Baghdad'",,'booby-trapped car',1,1
18-Oct-06,18-Oct-06,,"'a residential area in Algeria Square, southeastern Baghdad'",,mortar shells,3,3
18-Oct-06,18-Oct-06,,western Baghdad,'special investigations unit' officer,Gunfire,1,1
18-Oct-06,18-Oct-06,10:00 AM,'downtown Baghdad','targeting the Higher Education ministry building',suicide car bomb,4,4
17-Oct-06,18-Oct-06,,"Hashemiyat district, Diyala",bodies found,executed,20,20
18-Oct-06,18-Oct-06,,Mosul,"Kurdish National Alliance headquarters, guard killed",explosion,1,1
18-Oct-06,18-Oct-06,PM,"al-Refae'e neighborhood, Mosul","Dirwaz Natheer Mahmoud, director of the Land Registry Office, at his home","gunfire, assassinated",1,1
18-Oct-06,18-Oct-06,,"al-Qadesia neighborhood, Tal Afar",,gunfire,2,2
18-Oct-06,18-Oct-06,,Falluja,policeman,gunfire,1,1
18-Oct-06,18-Oct-06,,between Ana and Al-Qaim,"residential house hit, family of five killed",US air strike,5,5
18-Oct-06,18-Oct-06,,Suwayra,former Baath Party member,gunfire,1,1
18-Oct-06,18-Oct-06,12:30 PM,"Sabi`at, NW Baghdad","Iraqi who came out of a house with what looked to be an AK-47, later found to be a toy",US gunfire,1,1
18-Oct-06,18-Oct-06,8:00 AM,"near Granada School & Route Net, 4km north of Khalidiyah",10-year old boy killed,explosion,1,1
18-Oct-06,18-Oct-06,2:15 PM,"Al Mushraq district, Basrah",body of Sajad Sadoon Yagoub Al Gatrani found shot three times in the head,9mm pistol,1,1
17-Oct-06,17-Oct-06,,Baghdad,bodies  found shot dead,gunfire,30,30
17-Oct-06,17-Oct-06,2:10 AM,Basra,university students,gunfire,4,4
17-Oct-06,17-Oct-06,7:30 AM,Basra,gynaecologist Dr Youssra Hashem,gunfire,1,1
17-Oct-06,17-Oct-06,7:30 AM,"Wathiq Square, Karada, Baghdad",,mortar round,2,3
16-Oct-06,17-Oct-06,overnight,Balad,,mortar rounds,4,4
17-Oct-06,17-Oct-06,8:30 AM,"Al-Shurtah, Mosul","Fattah Al-Herki, PUK politician",drive-by shooting,1,1
17-Oct-06,17-Oct-06,11:00 AM,Falluja,police in car,drive-by shooting,2,2
17-Oct-06,17-Oct-06,3:00 AM,Balad Ruz,Shia family in home,gunfire,5,5
17-Oct-06,17-Oct-06,,'Baghdad's northwestern district of Horriya City','a group of drivers',Gunfire,3,3
17-Oct-06,17-Oct-06,,"Dora neighbourhood, Baghdad",police,car bomb,1,1
17-Oct-06,17-Oct-06,,"'Al-Dawrah, south of Baghdad.. in al-Sihah neighborhood' - and later at Baghdad morgue",'a ranking Interior Ministry officer' Brig-Gen Salman al-Dulaymi and (at morgue) three relatives,Gunfire,4,4
17-Oct-06,17-Oct-06,,Basra,,gunfire,3,3
17-Oct-06,17-Oct-06,,Mosul,house of the brother of Mosul's governor,gunfire,1,1
17-Oct-06,17-Oct-06,,Haditha,bodies found,"gunfire, tortured, executed",4,4
17-Oct-06,17-Oct-06,,"Yarmouk district, Baquba",,gunfire,2,2
17-Oct-06,17-Oct-06,,"Tahreer district, southern Baquba",,gunfire,1,1
17-Oct-06,17-Oct-06,,"Hashimiyat village, north of Baquba",,gunfire,1,1
17-Oct-06,17-Oct-06,,northern Baquba,security guard,gunfire,1,1
17-Oct-06,17-Oct-06,,Karbalaa,former Baath Party member,gunfire,1,1
17-Oct-06,17-Oct-06,,Samarra,city council guards while refueling at a gas station,gunfire,3,3
17-Oct-06,17-Oct-06,,Hillah,facility belonging to the central Euphrates electricity distribution authority,gunfire,1,1
17-Oct-06,17-Oct-06,,Samarra,12-year-old boy killed,mortar round,1,1
17-Oct-06,17-Oct-06,12:15 PM,NW of Baquba,"civilian vehicle that sped off from a checkpoint, female driver killed",Iraqi Police gunfire,1,1
17-Oct-06,17-Oct-06,10:15 AM,"Mahala 836, Street 29, Dorah, Baghdad",MNF airplane 'opened fire on a civilian car',air attack,1,1
16-Oct-06,16-Oct-06,11:00 AM,"near Al-Rasheed Bank, Suwayrah",people near bank,car bomb,10,15
16-Oct-06,16-Oct-06,PM,"Dora, Baghdad",residential area hit,mortar shells,1,1
16-Oct-06,16-Oct-06,,Khalis,people in market near bus terminal,gunfire,4,4
16-Oct-06,16-Oct-06,AM,Baquba,bodies  found shot dead,gunfire,3,3
16-Oct-06,16-Oct-06,,Zaghiniyah and Muqdadiyah,police recruits 'returning from training in Jordan',gunfire,4,4
16-Oct-06,16-Oct-06,,Muqdadiyah,,gunfire,2,2
16-Oct-06,16-Oct-06,,Madaen,protection service police,gunfire,1,1
16-Oct-06,16-Oct-06,,"Jamaa, Baghdad","Imad al-Faroon, brother of chief prosecutor in Saddam Hussein's trial",gunfire,1,1
16-Oct-06,16-Oct-06,7:30 AM,"Sinak, Baghdad",police patrols,roadside bombs,3,3
16-Oct-06,16-Oct-06,5:20 PM,"Ur, Baghdad","funeral tent, market",car bombs,20,20
16-Oct-06,16-Oct-06,,"Al-Hurriya, Baghdad","Ali Helail, employee of al-Iraqiya TV station",gunfire,1,1
16-Oct-06,16-Oct-06,PM,"Midas Square, Baghdad",clashes between Iraqi army and gunmen,gunfire,3,3
16-Oct-06,16-Oct-06,,'al-Swairah town','engineers and a security guard',"some in attack, another, Hussein Zakam, kidnapped and body found",7,7
16-Oct-06,16-Oct-06,,'[in] their home in the town of Mahmudiya','Shi'ite family of five',Gunfire,5,5
16-Oct-06,16-Oct-06,,road between Khalis and Baquba,police officer and civilian killed,gunfire,2,2
16-Oct-06,16-Oct-06,,near Baquba,bodies found of policemen who were kidnapped returning from a training course in Jordan,executed,3,3
16-Oct-06,16-Oct-06,,Mosul,bodies of two men found,executed,2,2
16-Oct-06,16-Oct-06,,Balad Ruz,minivan,gunfire,2,2
16-Oct-06,16-Oct-06,,Khalis,bodyguards of former Prime Minister Ibrahim al-Jaafari,gunfire,2,2
16-Oct-06,16-Oct-06,,Dujayl,"Sabah Nayef Al Jibouri, his family also abducted",gunfire,1,1
16-Oct-06,16-Oct-06,PM,"Al-Ghizlani area, Mosul","police patrol, Saddam Badr of Al-Hadbaa police station killed",gunfire,1,1
16-Oct-06,16-Oct-06,,"Sadr City, Baghdad",bodies found dumped in a trash pit,"gunfire, tortured, executed",2,2
16-Oct-06,16-Oct-06,,Baghdad,bodies found shot dead,"gunfire, tortured, executed",13,13
16-Oct-06,16-Oct-06,,Baghdad,bodies  found shot dead,gunfire,49,52
16-Oct-06,16-Oct-06,9:00 PM,Basrah,unidentified male corpse found shot in the head,9mm gunfire,1,1
16-Oct-06,16-Oct-06,4:45 PM,"The Marble Factory, Basrah","Saamy Abdul Husain Albtoory killed, and his vehicle stolen",gunfire,1,1
15-Oct-06,15-Oct-06,,Balad,"bodies found shot, burnt","gunfire, executed, burnt",46,46
15-Oct-06,15-Oct-06,,"Suweira, in Tigris",bodies found,"gunfire, tortured, executed",2,4
15-Oct-06,15-Oct-06,,near Falluja,"bodies found shot, tortured","gunfire, executed, tortured",4,4
15-Oct-06,15-Oct-06,,near Kut,,gunfire,1,1
15-Oct-06,15-Oct-06,,Latifiya,Shiite family in home,gunfire,8,8
15-Oct-06,15-Oct-06,PM,Mosul,"Raad al-Haiali, media director of regional education department",gunfire,1,1
15-Oct-06,15-Oct-06,10:30 AM - 2:25 PM,Kirkuk,"police, teachers' institute","car bombs, some suicide, and roadside bomb",10,13
15-Oct-06,15-Oct-06,,Baghdad,bodies  found shot dead,gunfire,30,30
15-Oct-06,15-Oct-06,PM,"Al Khadra market, Tal Afar",police checkpoint,suicide bomber,3,3
15-Oct-06,15-Oct-06,AM,"Al-Baker, eastern Mosul",family in home,gunfire,5,5
15-Oct-06,15-Oct-06,8:45 AM,"Mustansiriya, east Baghdad","convoy of Hala Shaker, Interior Ministry official",roadside bomb,4,7
15-Oct-06,15-Oct-06,,"Amil, southwest Baghdad",police patrol,roadside bomb,1,1
15-Oct-06,15-Oct-06,,"Ghadir Street, southeast Baghdad",convoy of security contractors,roadside bomb,2,2
15-Oct-06,15-Oct-06,PM,Balad,,mortar rounds,3,5
15-Oct-06,15-Oct-06,,"'a football field near a Shiite mosque in Abo Dasheer area, south of Baghdad'",,'three mortar shells',4,4
15-Oct-06,15-Oct-06,,"al-Sena'a neighborhood, eastern Falluja","army base, passers by killed in resulting clashes","gunfire, crossfire",2,2
15-Oct-06,15-Oct-06,,popular market in Hit,'US soldiers fired indiscriminately at civilians' following an attack on a US Army patrol,US gunfire,3,3
15-Oct-06,15-Oct-06,8:00-8:30 AM,"Abu Dasher area, Baghdad","man and mother driving to visit relatives, mother killed",collision with armoured vehicle,1,1
15-Oct-06,15-Oct-06,7:00 PM,"Heyy Al Muhandiseen area, Basrah","body found in front of his house, shot in the head",gunfire,1,1
15-Oct-06,15-Oct-06,7:30 PM,"Al Hussien region, Basrah","disabled man Abdul Samad Mohammed Al Jabiri, in his house",9mm pistol,1,1
13-Oct-06,14-Oct-06,,Baghdad,"bodies found shot, tortured","gunfire, executed, tortured",25,25
14-Oct-06,14-Oct-06,11:00 AM,"Ta'meem, Fallujah",house hit by mortar shell,mortar shell,3,3
14-Oct-06,14-Oct-06,,Balad,"bodies found bound, shot and tortured","gunfire, executed, tortured",26,31
14-Oct-06,14-Oct-06,,"Al-Tahrir, Baquba","Ramadan Younis, Egyptian grocer, Hisham al-Musri, also Egyptian",gunfire,2,2
14-Oct-06,14-Oct-06,#NAME?,Qaim,people in market,suicide bomber,2,2
14-Oct-06,14-Oct-06,,"Al-Rasul, near Baquba",woman killed in clashes between gunmen and US/Iraqi forces,gunfire,1,1
13-Oct-06,14-Oct-06,,"Saifiya, near Sowera",Shiite family in home,gunfire,10,10
14-Oct-06,14-Oct-06,,west Baquba,,gunfire,2,2
14-Oct-06,14-Oct-06,,Diwaniya,teacher Mohammed Muhsin al-Marmadhi,drive-by shooting,1,1
14-Oct-06,14-Oct-06,,"Suwayra, in Tigris",bodies found beheaded in river,found beheaded,2,2
14-Oct-06,14-Oct-06,,Samarra,shopkeeper,gunfire,1,1
14-Oct-06,14-Oct-06,AM,Amara,former Baathist official,"gunfire, executed",1,1
14-Oct-06,14-Oct-06,,north of Baquba,women killed,gunfire,2,2
14-Oct-06,14-Oct-06,,Al-Diwaniyah,police officer,executed,1,1
14-Oct-06,14-Oct-06,,Baquba,decomposed body found floating in Diyala River,,1,1
14-Oct-06,14-Oct-06,6:45 PM,"Route Pluto, Karikur Afandi, Baghdad","civilian vehicle approaching a patrol, boy killed",US gunfire,1,1
14-Oct-06,14-Oct-06,3:15 PM,"Al Kushuk area, near Al Saboniya village, near Mosul",body of tractor trailer driver Zayan Salih Mahmoud Al Jehshi found shot in the head and chest,gunfire,1,1
14-Oct-06,14-Oct-06,8:00 AM - 1:00 PM,Basrah,"three men kidnapped, one later found dead, the other two injured","gunfire, tortured, executed",1,1
14-Oct-06,14-Oct-06,3:45-4:46 PM,Basrah,"Iraqi KBR employee Sami Saleem Khairy Al Reyahi, abducted while traveling to Basrah City, later found dead","9mm pistol, executed",1,1
13-Oct-06,13-Oct-06,5:30 PM,"Doura, Baghdad","Raed Qais al-Shammari, journalist with Radio Sawtal-Iraq (Voice of Iraq).",gunfire,1,1
12-Oct-06,13-Oct-06,,near Dhuluiya,kidnapped construction workers,found beheaded,17,17
13-Oct-06,13-Oct-06,8:00 AM,"Near Saifiya, near Suwayrah",women and children picking vegetables,gunfire,8,8
13-Oct-06,13-Oct-06,,Kirkuk,Shiite youths,gunfire,3,3
13-Oct-06,13-Oct-06,,Mosul,governor's building,gunfire,1,1
13-Oct-06,13-Oct-06,,Baghdad,bodies found,-,18,18
13-Oct-06,13-Oct-06,,Baqouba,Shiite family in home,gunfire,3,3
13-Oct-06,13-Oct-06,,"'a residential district in Al-Shu'lah area, northwest Baghdad'",,'two mortar shells',1,1
13-Oct-06,13-Oct-06,,'in a market in Suwayrah','guards assigned to protect a sewage handling facility',bodies found,2,2
13-Oct-06,13-Oct-06,PM,"'village of Wahda', south of Baghdad","four men, three women",drive-by shootings,7,7
13-Oct-06,13-Oct-06,,near Garma,bodies found,"gunfire, tortured, executed",2,2
13-Oct-06,13-Oct-06,,eastern outskirts of Baqouba,,gunfire,2,2
13-Oct-06,13-Oct-06,,Amara,police corporal in his house,gunfire,1,1
13-Oct-06,13-Oct-06,PM,"Musalla district, central Kirkuk","former Ba'th Party official Kan'an Al-Ni'emy, in his shop",drive-by shooting,1,1
13-Oct-06,13-Oct-06,,Falluja,,car bomb,1,1
13-Oct-06,13-Oct-06,7:33 AM,"MSR Mobile, 12km NE of Camp Korean Village, Rutbah district","body found by US forces, shot in the head and chest execution style","gunfire, executed",1,1
13-Oct-06,13-Oct-06,,"Az Zubayr, Basrah","Al Shayekh Dhiyaa Abdul Baaky Faleh Al Seterawy, imam of the Mosaa Al Kathem mosque",gunfire,1,1
13-Oct-06,13-Oct-06,2:00 PM,Basra,"Captain Mouhammad Kadim Mohye, policeman with the General Inspector Directorate",assassinated,1,1
12-Oct-06,12-Oct-06,7:00 AM,"Zayuna, Baghdad",Al-Sha'biya TV station,gunfire,11,11
12-Oct-06,12-Oct-06,,east Mosul,former air force Col. Subhi Muhammad Husayn al-Mashhadani and 2 sons,gunfire,3,3
12-Oct-06,12-Oct-06,,Suwayrah,"bodies found bound, tortured, 2 throats slit","tortured, throats slit",15,15
12-Oct-06,12-Oct-06,,Kirkuk,men playing dominoes and backgammon in coffee shop,gunfire,2,2
12-Oct-06,12-Oct-06,AM,"Bab al-Shurqi, Baghdad",,bombs,5,5
12-Oct-06,12-Oct-06,,Samarra,,bomb,1,1
12-Oct-06,12-Oct-06,,Kirkuk,"police patrol, Lieutenant Basem Mohammad killed",gunfire,1,1
12-Oct-06,12-Oct-06,,"Al-Qasim, Babel","Mohammad Al-Mousawi Al-Qasimi, Secretary-General of the Islamic Unity Party",bomb,1,1
12-Oct-06,12-Oct-06,,Diyala province,,gunfire,3,3
12-Oct-06,12-Oct-06,,Shula in northern Baghdad,,seven mortar rounds,5,5
12-Oct-06,12-Oct-06,,'kidnapped in the western Baghdad neighborhood of Mansour',"'radio announcer Mohammed Abdul Rahman, 55, of Dijla Radio'",body found,1,1
12-Oct-06,12-Oct-06,,"Qahira, Baghdad",police patrol,suicide motorcycle bomb,2,4
12-Oct-06,12-Oct-06,,Mosul,'four civilians were killed in different attacks',,4,4
12-Oct-06,12-Oct-06,,Mosul,policemen,,2,2
12-Oct-06,12-Oct-06,,north Ba'quba,"'masked gunmen in a car attacked a family...killing four members, including a woman'",gunfire,4,4
12-Oct-06,12-Oct-06,,west Ba'quba,bodies found,"gunfire, tortured, executed",2,2
11-Oct-06,12-Oct-06,,west of Basra,Shi'ite Sheikh Radhi al-Assadi,"gunfire, assassinated",1,1
12-Oct-06,12-Oct-06,,"Al-Karidhiya district, 4 km south of Kut",body found of kidnapped national guardsman Haydar Matrood,"tortured, executed",1,1
11-Oct-06,11-Oct-06,,Near Baquba,vehicle,gunfire,1,1
11-Oct-06,11-Oct-06,,"near Jadaida district, northern Khalis",Kia minibus with the labourers aboard,gunfire,3,3
11-Oct-06,11-Oct-06,,Duluiya,Sunni men,gunfire,3,3
11-Oct-06,11-Oct-06,,farm 10km southeast of Kut,peasant woman,unexploded bomb,1,1
11-Oct-06,11-Oct-06,,al-Kartan near Khalediya,house hit,Grad rocket,2,2
11-Oct-06,11-Oct-06,,eastern Mosul,"Father Boulos Iskander, Syriac-Orthodox priest",found beheaded,1,1
11-Oct-06,11-Oct-06,10:00 AM,"Maysaloun Square, Al-Ghadir, east Baghdad",Iraqi army or police checkpoint,car bombs,1,3
11-Oct-06,11-Oct-06,10:30 AM,"Mustansiriyah Square, east Baghdad",possibly Labour and Social Affairs Ministry,car bomb,2,2
11-Oct-06,11-Oct-06,,"Dora, Baghdad",family in home,gunfire,4,4
11-Oct-06,11-Oct-06,,Suwayra,"Raad Mutar Saleh, leader of Sabaean/Mandean Christian sect",gunfire,1,1
11-Oct-06,11-Oct-06,,"Yarmouk, Baghdad",police patrol,roadside bomb,1,1
11-Oct-06,11-Oct-06,,Kut,bodies found bound and shot,"gunfire, executed",7,7
11-Oct-06,11-Oct-06,,Baghdad,"bodies found shot, tortured","gunfire, executed, tortured",40,40
11-Oct-06,11-Oct-06,,"Amil, southwest Baghdad",labourers waiting for work,roadside bomb,5,5
11-Oct-06,11-Oct-06,PM,"Between Kirkuk and Baghdad, nor Tuz or Azeem",Shiite Turkmen,gunfire,4,4
11-Oct-06,11-Oct-06,,Baghdad,policeman,Gunfire,1,1
11-Oct-06,11-Oct-06,,southwestern Baghdad,"'near an auto parts shop, killing the owner'",bomb or gunfire,1,1
11-Oct-06,11-Oct-06,7:30 AM,"Nowab Al-Dhubat neighbourhood, northern Falluja",policeman leaving his house for work,gunfire,1,1
11-Oct-06,11-Oct-06,,Rasheed,police station,gunfire,2,2
11-Oct-06,11-Oct-06,,Baquba,'five others were killed in separate attacks',,5,5
11-Oct-06,11-Oct-06,,main road between Tikrit and Beiji,,roadside bomb,1,1
11-Oct-06,11-Oct-06,,Kirkuk,policeman while heading to work,gunfire,1,1
11-Oct-06,11-Oct-06,,Diwaniyah,"Hamza police station, policeman killed",gunfire,1,1
